transaction_id,account_id,customer_id,bank_name,transaction_date,transaction_type,category,amount,account_balance,channel,status,reference_number
TXN000386,ACC010000034,CUST00035,SBI,2023-01-20,Transfer,Healthcare,93993.87,873823.19,UPI,Success,REF-4E76C238
TXN000387,ACC010000022,CUST00023,Axis Bank,2024-08-02,Debit,Salary,47752.24,782036.95,ATM,Pending,REF-50BF090E
TXN000388,ACC010000014,CUST00015,ICICI Bank,2023-01-31,Credit,Healthcare,85102.87,1068774.22,UPI,Success,REF-EA321D72
TXN000389,ACC010000049,CUST00050,Kotak Bank,2024-08-21,Credit,Utilities,94962.57,683217.29,POS Terminal,Success,REF-D3CC426C
TXN000390,ACC010000017,CUST00018,SBI,2024-06-30,Credit,Utilities,77556.28,210197.84,UPI,Success,REF-BA357F95
TXN000391,ACC010000022,CUST00023,Axis Bank,2023-06-27,IMPS,Entertainment,16770.73,790202.48,UPI,Success,REF-73840CD2
TXN000392,ACC010000045,CUST00046,Kotak Bank,2024-12-18,Debit,Fuel,33442.22,929193.52,Net Banking,Success,REF-77B858AC
TXN000393,ACC010000034,CUST00035,SBI,2023-11-13,Credit,Utilities,16719.12,844065.11,UPI,Success,REF-DD075560
TXN000394,ACC010000001,CUST00002,Axis Bank,2024-06-23,UPI Payment,Utilities,45435.05,471233.45,Net Banking,Success,REF-1209599A
TXN000395,ACC010000045,CUST00046,Kotak Bank,2023-07-01,Transfer,Salary,87288.24,940258.83,Mobile App,Success,REF-8AC6F1C0
TXN000396,ACC010000037,CUST00038,SBI,2024-12-22,IMPS,Investment,87140.43,331435.42,ATM,Success,REF-AFC8F9AB
TXN000397,ACC010000023,CUST00024,SBI,2024-12-22,Credit,Entertainment,89485.61,10172.43,ATM,Success,REF-9298DF17
TXN000398,ACC010000008,CUST00009,ICICI Bank,2023-06-11,NEFT,Healthcare,69586.82,1195627.8,POS Terminal,Success,REF-064693BD
TXN000399,ACC010000011,CUST00012,HDFC Bank,2024-12-25,UPI Payment,Entertainment,92032.14,267461.82,Net Banking,Failed,REF-1909891D
TXN000400,ACC010000037,CUST00038,SBI,2023-06-29,Transfer,Food & Dining,35977.57,329820.56,Net Banking,Failed,REF-F305EAD5
TXN000401,ACC010000000,CUST00001,ICICI Bank,2024-12-19,IMPS,Fuel,90128.89,285893.77,Mobile App,Success,REF-E6CCFBCF
TXN000402,ACC010000038,CUST00039,HDFC Bank,2023-11-22,Debit,Fuel,87502.58,607496.83,Mobile App,Success,REF-E0426649
TXN000403,ACC010000009,CUST00010,HDFC Bank,2023-12-06,Transfer,Food & Dining,70820.35,1184855.1,POS Terminal,Success,REF-45DDBF4A
TXN000404,ACC010000045,CUST00046,Kotak Bank,2024-11-17,ATM Withdrawal,Salary,60732.8,941953.61,ATM,Success,REF-E6B4BB34
TXN000405,ACC010000015,CUST00016,Axis Bank,2024-12-10,Credit,Salary,6487.11,1045994.26,Mobile App,Success,REF-C7529285
TXN000406,ACC010000028,CUST00029,Kotak Bank,2024-03-05,ATM Withdrawal,Travel,92066.22,180859.96,ATM,Pending,REF-2CF9945E
TXN000407,ACC010000024,CUST00025,SBI,2023-04-14,UPI Payment,Utilities,78745.22,992988.64,Net Banking,Success,REF-FE3D770D
TXN000408,ACC010000004,CUST00005,SBI,2023-02-04,Credit,Shopping,28051.57,375580.43,ATM,Success,REF-EE986135
TXN000409,ACC010000024,CUST00025,SBI,2023-06-14,Credit,Entertainment,69551.98,983321.29,UPI,Pending,REF-BF31410F
TXN000410,ACC010000030,CUST00031,Kotak Bank,2024-12-22,Debit,Fuel,2992.8,150605.68,Branch,Success,REF-AE5035AC
TXN000411,ACC010000003,CUST00004,ICICI Bank,2023-04-14,ATM Withdrawal,Investment,31487.43,382472.45,POS Terminal,Failed,REF-452B172D
TXN000412,ACC010000034,CUST00035,SBI,2023-09-29,Credit,Salary,62773.77,854442.59,Branch,Pending,REF-479651D9
TXN000413,ACC010000035,CUST00036,ICICI Bank,2024-05-17,ATM Withdrawal,Shopping,14633.36,242731.95,ATM,Failed,REF-873EF420
TXN000414,ACC010000040,CUST00041,Kotak Bank,2024-09-06,Debit,Food & Dining,45657.18,999973.42,POS Terminal,Success,REF-AC3B7F04
TXN000415,ACC010000005,CUST00006,Axis Bank,2024-04-29,ATM Withdrawal,Healthcare,80165.87,895812.21,Branch,Failed,REF-C48E7C96
TXN000416,ACC010000016,CUST00017,SBI,2023-04-04,Transfer,Travel,60995.21,442085.95,ATM,Success,REF-FFE01A51
TXN000417,ACC010000028,CUST00029,Kotak Bank,2023-02-15,Debit,EMI,25049.95,164080.2,UPI,Success,REF-832E7609
TXN000418,ACC010000009,CUST00010,HDFC Bank,2024-12-14,Transfer,Investment,63426.13,1178763.55,Branch,Pending,REF-1E85FCFF
TXN000419,ACC010000014,CUST00015,ICICI Bank,2024-07-20,UPI Payment,Travel,5840.41,1053116.93,UPI,Failed,REF-32751D36
TXN000420,ACC010000030,CUST00031,Kotak Bank,2024-08-09,Credit,Travel,83763.03,131958.48,POS Terminal,Success,REF-A41F5CF6
TXN000421,ACC010000032,CUST00033,HDFC Bank,2024-08-07,NEFT,Fuel,85548.21,342474.12,Net Banking,Success,REF-1988597C
TXN000422,ACC010000048,CUST00049,Axis Bank,2024-04-04,Debit,Utilities,16464.86,910145.66,Net Banking,Success,REF-2603D3D0
TXN000423,ACC010000027,CUST00028,SBI,2023-03-22,IMPS,Food & Dining,93887.18,1124437.08,UPI,Success,REF-6F48424D
TXN000424,ACC010000020,CUST00021,HDFC Bank,2023-03-10,UPI Payment,Entertainment,8313.26,738209.5,ATM,Pending,REF-FEDE64C5
TXN000425,ACC010000029,CUST00030,Axis Bank,2023-01-13,UPI Payment,Travel,74732.98,147859.58,Mobile App,Success,REF-F5B96CA5
TXN000426,ACC010000009,CUST00010,HDFC Bank,2023-06-01,Credit,Shopping,53848.09,1198642.34,UPI,Success,REF-8E57C3BD
TXN000427,ACC010000018,CUST00019,ICICI Bank,2024-07-02,Transfer,Travel,83618.89,1016440.96,POS Terminal,Success,REF-F7665EF8
TXN000428,ACC010000036,CUST00037,Kotak Bank,2024-09-15,ATM Withdrawal,Food & Dining,44965.78,749802.35,UPI,Pending,REF-73BB30E8
TXN000429,ACC010000043,CUST00044,SBI,2024-12-11,Transfer,Utilities,38193.3,331464.58,Mobile App,Failed,REF-A7AEDB11
TXN000430,ACC010000030,CUST00031,Kotak Bank,2023-10-03,IMPS,EMI,85223.13,113717.31,ATM,Success,REF-8BA30A25
TXN000431,ACC010000031,CUST00032,SBI,2024-12-13,Debit,Food & Dining,65076.7,685002.12,ATM,Failed,REF-D5E0935F
TXN000432,ACC010000028,CUST00029,Kotak Bank,2023-11-25,NEFT,Shopping,25631.43,162148.79,Net Banking,Success,REF-5DCCA5FF
TXN000433,ACC010000013,CUST00014,ICICI Bank,2024-02-21,IMPS,Entertainment,70402.71,1130624.69,Mobile App,Pending,REF-3E325EB7
TXN000434,ACC010000010,CUST00011,Axis Bank,2023-03-09,Debit,Investment,29591.14,92818.37,UPI,Success,REF-82BB67E4
TXN000435,ACC010000011,CUST00012,HDFC Bank,2023-07-17,Credit,Utilities,83148.39,247748.47,Mobile App,Success,REF-5B41A84B
TXN000436,ACC010000003,CUST00004,ICICI Bank,2024-01-05,IMPS,Healthcare,66954.99,354455.61,UPI,Success,REF-F219343F
TXN000437,ACC010000040,CUST00041,Kotak Bank,2023-05-07,ATM Withdrawal,Fuel,64727.51,1005771.46,Branch,Success,REF-91CC4C75
TXN000438,ACC010000030,CUST00031,Kotak Bank,2024-08-23,IMPS,EMI,52399.14,126677.95,POS Terminal,Failed,REF-54B18D9B
TXN000439,ACC010000005,CUST00006,Axis Bank,2023-10-19,IMPS,Fuel,2656.42,885464.11,Net Banking,Success,REF-FD3D21B2
TXN000440,ACC010000041,CUST00042,Axis Bank,2023-08-19,ATM Withdrawal,Investment,64397.16,106060.01,Mobile App,Failed,REF-522BD9EB
TXN000441,ACC010000000,CUST00001,ICICI Bank,2024-04-30,UPI Payment,Salary,86598.39,296124.57,Net Banking,Success,REF-851ED8EA
TXN000442,ACC010000038,CUST00039,HDFC Bank,2023-11-09,Transfer,Travel,67724.71,597170.29,Branch,Success,REF-F290A30E
TXN000443,ACC010000029,CUST00030,Axis Bank,2023-09-16,UPI Payment,Fuel,20768.95,135023.06,Branch,Pending,REF-7F8AFA51
TXN000444,ACC010000006,CUST00007,ICICI Bank,2023-01-08,IMPS,Entertainment,48618.23,98183.24,UPI,Failed,REF-8A2123F5
TXN000445,ACC010000038,CUST00039,HDFC Bank,2024-09-15,ATM Withdrawal,Shopping,26890.17,596172.09,ATM,Success,REF-389A0AA9
TXN000446,ACC010000040,CUST00041,Kotak Bank,2023-11-29,NEFT,EMI,81848.63,1006539.82,Net Banking,Success,REF-B7B8BD26
TXN000447,ACC010000033,CUST00034,HDFC Bank,2023-09-04,IMPS,Fuel,85475.28,739988.83,Branch,Failed,REF-9CB17F0C
TXN000448,ACC010000020,CUST00021,HDFC Bank,2024-11-28,ATM Withdrawal,EMI,13336.31,716973.14,ATM,Success,REF-B54E6EEE
TXN000449,ACC010000025,CUST00026,HDFC Bank,2024-02-02,UPI Payment,Utilities,70002.71,366078.56,ATM,Failed,REF-35D7F723
TXN000450,ACC010000045,CUST00046,Kotak Bank,2023-08-16,ATM Withdrawal,Entertainment,65215.9,932020.01,UPI,Success,REF-42F2279F
TXN000451,ACC010000010,CUST00011,Axis Bank,2024-11-04,Credit,Healthcare,83273.18,79791.99,Net Banking,Failed,REF-39CBBCCB
TXN000452,ACC010000016,CUST00017,SBI,2024-07-26,NEFT,Entertainment,72489.08,433907.6,POS Terminal,Success,REF-4FFCA451
TXN000453,ACC010000014,CUST00015,ICICI Bank,2023-12-30,ATM Withdrawal,Entertainment,21254.99,1072489.98,ATM,Success,REF-73D3D085
TXN000454,ACC010000037,CUST00038,SBI,2023-10-29,Credit,Fuel,44084.07,305172.02,UPI,Pending,REF-97EB1384
TXN000455,ACC010000004,CUST00005,SBI,2024-04-28,IMPS,Travel,84501.0,382850.84,UPI,Success,REF-CBF19CFB
TXN000456,ACC010000026,CUST00027,SBI,2023-02-25,Debit,Entertainment,82737.13,783780.65,Branch,Pending,REF-A1B76EA6
TXN000457,ACC010000029,CUST00030,Axis Bank,2023-05-27,IMPS,Shopping,30090.61,151564.0,Branch,Success,REF-F1935FDF
TXN000458,ACC010000040,CUST00041,Kotak Bank,2023-07-01,ATM Withdrawal,EMI,29808.67,998414.48,Net Banking,Success,REF-EE201918
TXN000459,ACC010000036,CUST00037,Kotak Bank,2023-06-12,Credit,Food & Dining,46535.34,773457.13,UPI,Success,REF-C61E3176
TXN000460,ACC010000040,CUST00041,Kotak Bank,2024-03-15,ATM Withdrawal,Salary,38352.21,1034707.05,Mobile App,Pending,REF-DFED000F
TXN000461,ACC010000012,CUST00013,Axis Bank,2024-01-18,IMPS,Investment,90259.02,337594.76,Net Banking,Success,REF-62538966
TXN000462,ACC010000043,CUST00044,SBI,2023-01-05,NEFT,Entertainment,59553.92,325585.79,ATM,Success,REF-0748CFB3
TXN000463,ACC010000006,CUST00007,ICICI Bank,2024-01-28,Credit,Salary,47841.8,83933.62,ATM,Success,REF-C69A0C70
TXN000464,ACC010000029,CUST00030,Axis Bank,2024-06-16,NEFT,Food & Dining,56675.32,136450.67,ATM,Success,REF-775F26E7
TXN000465,ACC010000022,CUST00023,Axis Bank,2023-07-12,IMPS,Travel,15705.69,802777.47,Mobile App,Success,REF-FE6CC027
TXN000466,ACC010000014,CUST00015,ICICI Bank,2023-05-15,UPI Payment,Food & Dining,20102.51,1038509.22,Mobile App,Success,REF-6AFC9052
TXN000467,ACC010000045,CUST00046,Kotak Bank,2024-10-28,NEFT,EMI,75262.47,921495.17,UPI,Pending,REF-4B18064D
TXN000468,ACC010000003,CUST00004,ICICI Bank,2024-08-31,NEFT,Salary,94494.89,369975.31,Mobile App,Failed,REF-A90F9E2A
TXN000469,ACC010000007,CUST00008,SBI,2024-03-02,Transfer,Healthcare,42237.64,537595.0,POS Terminal,Success,REF-AB5803D1
TXN000470,ACC010000013,CUST00014,ICICI Bank,2024-12-12,ATM Withdrawal,Shopping,65161.02,1100617.14,POS Terminal,Pending,REF-DF2D7DAE
TXN000471,ACC010000017,CUST00018,SBI,2024-09-29,IMPS,Shopping,57554.98,178994.0,UPI,Failed,REF-F53DC68B
TXN000472,ACC010000039,CUST00040,HDFC Bank,2023-05-01,ATM Withdrawal,Utilities,26893.01,1098267.51,UPI,Success,REF-533767E0
TXN000473,ACC010000049,CUST00050,Kotak Bank,2023-09-27,Transfer,Travel,79000.81,683182.89,ATM,Success,REF-45F6C212
TXN000474,ACC010000002,CUST00003,HDFC Bank,2024-07-15,ATM Withdrawal,Entertainment,47178.88,795977.58,Net Banking,Success,REF-108D0242
TXN000475,ACC010000000,CUST00001,ICICI Bank,2024-11-18,UPI Payment,Healthcare,8500.82,274646.95,Net Banking,Success,REF-D9D48DE3
TXN000476,ACC010000049,CUST00050,Kotak Bank,2024-06-07,Transfer,Utilities,7175.83,673201.15,Branch,Success,REF-3936E256
TXN000477,ACC010000016,CUST00017,SBI,2024-04-20,IMPS,Salary,4805.11,459112.01,ATM,Success,REF-7ECACB58
TXN000478,ACC010000043,CUST00044,SBI,2023-11-17,IMPS,Salary,40498.24,320268.91,Mobile App,Success,REF-A80B9946
TXN000479,ACC010000042,CUST00043,SBI,2024-10-24,ATM Withdrawal,Fuel,16240.14,505474.15,ATM,Failed,REF-FBF08340
TXN000480,ACC010000005,CUST00006,Axis Bank,2024-01-17,ATM Withdrawal,Travel,77430.86,890792.85,Branch,Success,REF-653C5637
TXN000481,ACC010000024,CUST00025,SBI,2024-12-07,NEFT,Food & Dining,80821.27,993435.4,Mobile App,Success,REF-06AB503A
TXN000482,ACC010000044,CUST00045,Axis Bank,2023-03-02,Credit,Travel,93249.99,23011.09,UPI,Success,REF-C8F12973
TXN000483,ACC010000036,CUST00037,Kotak Bank,2024-11-25,IMPS,Entertainment,41653.56,767367.29,UPI,Success,REF-FB619177
TXN000484,ACC010000043,CUST00044,SBI,2023-05-14,ATM Withdrawal,Healthcare,45918.41,335157.78,Mobile App,Success,REF-508FB309
TXN000485,ACC010000016,CUST00017,SBI,2024-11-01,NEFT,Investment,29886.89,454767.6,POS Terminal,Pending,REF-BF794C21
TXN000486,ACC010000046,CUST00047,Kotak Bank,2024-08-01,IMPS,Entertainment,21317.37,784580.95,UPI,Pending,REF-C114871E
TXN000487,ACC010000044,CUST00045,Axis Bank,2024-12-18,NEFT,Utilities,58751.79,6551.02,Branch,Success,REF-CEF6C2D5
TXN000488,ACC010000042,CUST00043,SBI,2024-11-23,IMPS,Investment,60951.35,497119.23,UPI,Success,REF-219C3DB3
TXN000489,ACC010000000,CUST00001,ICICI Bank,2024-10-20,ATM Withdrawal,Healthcare,88768.57,290452.41,Net Banking,Success,REF-27B88602
TXN000490,ACC010000048,CUST00049,Axis Bank,2024-05-18,Transfer,Salary,30494.18,884006.73,UPI,Success,REF-7841F45F
TXN000491,ACC010000035,CUST00036,ICICI Bank,2024-10-20,Credit,Healthcare,36001.64,260982.92,Branch,Pending,REF-74C7DB07
TXN000492,ACC010000028,CUST00029,Kotak Bank,2023-04-01,Credit,Healthcare,81383.15,163360.6,POS Terminal,Failed,REF-62C5AC04
TXN000493,ACC010000001,CUST00002,Axis Bank,2023-04-16,UPI Payment,Salary,38356.6,459397.37,Mobile App,Pending,REF-A0A972DB
TXN000494,ACC010000039,CUST00040,HDFC Bank,2024-10-14,Debit,Healthcare,28971.58,1087210.62,ATM,Success,REF-720387DB
TXN000495,ACC010000003,CUST00004,ICICI Bank,2023-08-17,IMPS,Fuel,80217.94,356775.42,UPI,Success,REF-350C92C6
TXN000496,ACC010000045,CUST00046,Kotak Bank,2024-11-03,Credit,Utilities,34544.82,924588.77,Mobile App,Success,REF-C8660478
TXN000497,ACC010000022,CUST00023,Axis Bank,2024-10-10,UPI Payment,Entertainment,91622.98,778181.04,POS Terminal,Success,REF-7C08424A
TXN000498,ACC010000002,CUST00003,HDFC Bank,2023-06-18,NEFT,Travel,46805.48,820543.37,Mobile App,Success,REF-A4DC363E
TXN000499,ACC010000039,CUST00040,HDFC Bank,2023-07-20,ATM Withdrawal,Utilities,17857.25,1104085.76,Branch,Success,REF-802EF2EA
TXN000500,ACC010000045,CUST00046,Kotak Bank,2023-12-13,NEFT,Fuel,10282.36,923066.28,Mobile App,Success,REF-D25D9B3A
